# Time    MSD
0.000000	0.000614
0.000100	0.001217
0.000200	0.001836
0.000300	0.002440
0.000400	0.002908
0.000500	0.003592
0.000600	0.004221
0.000700	0.004888
0.000800	0.005380
0.000900	0.005943
0.001000	0.006594
0.001100	0.007382
0.001200	0.008159
0.001300	0.008700
0.001400	0.009232
0.001500	0.009712
0.001600	0.010345
0.001700	0.010986
0.001800	0.011795
0.001900	0.012310
0.002000	0.012874
0.002100	0.013571
0.002200	0.014054
0.002300	0.014521
0.002400	0.014984
0.002500	0.015256
0.002600	0.015464
0.002700	0.015740
0.002800	0.016366
0.002900	0.017036
0.003000	0.017386
0.003100	0.017771
0.003200	0.018372
0.003300	0.019044
0.003400	0.019711
0.003500	0.020486
0.003600	0.021093
0.003700	0.021592
0.003800	0.022119
0.003900	0.022508
0.004000	0.023187
0.004100	0.023582
0.004200	0.024514
0.004300	0.024979
0.004400	0.025744
0.004500	0.026072
0.004600	0.026324
0.004700	0.026708
0.004800	0.027110
0.004900	0.027812
0.005000	0.028138
0.005100	0.028621
0.005200	0.028956
0.005300	0.029480
0.005400	0.029722
0.005500	0.029976
0.005600	0.030173
0.005700	0.030355
0.005800	0.031338
0.005900	0.032318
0.006000	0.032702
0.006100	0.032920
0.006200	0.033448
0.006300	0.033717
0.006400	0.033148
0.006500	0.033406
0.006600	0.033913
0.006700	0.034896
0.006800	0.035079
0.006900	0.035850
0.007000	0.036332
0.007100	0.036734
0.007200	0.037161
0.007300	0.037666
0.007400	0.038202
0.007500	0.038148
0.007600	0.039094
0.007700	0.039317
0.007800	0.040057
0.007900	0.040046
0.008000	0.040409
0.008100	0.040398
0.008200	0.041026
0.008300	0.041084
0.008400	0.041758
0.008500	0.042446
0.008600	0.043524
0.008700	0.043812
0.008800	0.044149
0.008900	0.044380
0.009000	0.044977
0.009100	0.045879
0.009200	0.046644
0.009300	0.046596
0.009400	0.046506
0.009500	0.046653
0.009600	0.046993
0.009700	0.047169
0.009800	0.047966
0.009900	0.048006
0.010000	0.048319
0.010100	0.049948
0.010200	0.050075
0.010300	0.050882
0.010400	0.050774
0.010500	0.051064
0.010600	0.050593
0.010700	0.051021
0.010800	0.051265
0.010900	0.050985
0.011000	0.050484
0.011100	0.051475
0.011200	0.052299
0.011300	0.052769
0.011400	0.052649
0.011500	0.052973
0.011600	0.053055
0.011700	0.053151
0.011800	0.053830
0.011900	0.054531
0.012000	0.054701
0.012100	0.055172
0.012200	0.055041
0.012300	0.054827
0.012400	0.055119
0.012500	0.055704
0.012600	0.056592
0.012700	0.057579
0.012800	0.058217
0.012900	0.058003
0.013000	0.057896
0.013100	0.058760
0.013200	0.059350
0.013300	0.059524
0.013400	0.059214
0.013500	0.059401
0.013600	0.059986
0.013700	0.060218
0.013800	0.060730
0.013900	0.061046
0.014000	0.061215
0.014100	0.061657
0.014200	0.061930
0.014300	0.062294
0.014400	0.062480
0.014500	0.063295
0.014600	0.063917
0.014700	0.064416
0.014800	0.063646
0.014900	0.064021
0.015000	0.064398
0.015100	0.065224
