# step  beta  Energy
11259  0.500000  -2479.262859
11260  0.500000  -2479.262859
11261  0.500000  -2480.087147
11262  0.500000  -2480.349075
11263  0.500000  -2480.842833
11264  0.500000  -2481.117316
11265  0.500000  -2481.117316
11266  0.500000  -2481.411661
11267  0.500000  -2483.241436
11268  0.500000  -2482.924546
11269  0.500000  -2483.778771
11270  0.500000  -2485.289622
11271  0.500000  -2485.289622
11272  0.500000  -2485.589902
11273  0.500000  -2485.589902
11274  0.500000  -2485.589902
11275  0.500000  -2486.146153
11276  0.500000  -2487.593478
11277  0.500000  -2487.593478
11278  0.500000  -2489.251007
11279  0.500000  -2489.251007
11280  0.500000  -2489.251007
11281  0.500000  -2489.340245
11282  0.500000  -2489.340245
11283  0.500000  -2490.128237
11284  0.500000  -2490.128237
11285  0.500000  -2490.403708
11286  0.500000  -2490.403708
11287  0.500000  -2489.409125
11288  0.500000  -2488.707284
11289  0.500000  -2489.615109
11290  0.500000  -2493.429612
11291  0.500000  -2495.217151
11292  0.500000  -2495.031238
11293  0.500000  -2491.971794
11294  0.500000  -2491.971794
11295  0.500000  -2492.856278
11296  0.500000  -2493.299431
11297  0.500000  -2493.299431
11298  0.500000  -2493.975151
11299  0.500000  -2493.975151
11300  0.500000  -2493.975151
11301  0.500000  -2493.975151
11302  0.500000  -2493.817994
11303  0.500000  -2494.477426
11304  0.500000  -2491.611219
11305  0.500000  -2491.422960
11306  0.500000  -2490.924687
11307  0.500000  -2490.924687
11308  0.500000  -2490.924687
11309  0.500000  -2490.924687
11310  0.500000  -2492.928505
11311  0.500000  -2493.151161
11312  0.500000  -2493.151161
11313  0.500000  -2494.113783
11314  0.500000  -2495.443722
11315  0.500000  -2492.007408
11316  0.500000  -2491.506964
11317  0.500000  -2491.506964
11318  0.500000  -2490.709204
11319  0.500000  -2490.223197
11320  0.500000  -2490.223197
11321  0.500000  -2490.695266
11322  0.500000  -2497.208768
11323  0.500000  -2496.420139
11324  0.500000  -2496.538055
11325  0.500000  -2496.538055
11326  0.500000  -2495.691491
11327  0.500000  -2495.691491
11328  0.500000  -2497.104327
11329  0.500000  -2497.000987
11330  0.500000  -2497.974044
11331  0.500000  -2499.752505
11332  0.500000  -2499.752505
11333  0.500000  -2499.752505
11334  0.500000  -2499.855361
11335  0.500000  -2499.649699
11336  0.500000  -2499.649699
11337  0.500000  -2499.670573
11338  0.500000  -2499.987310
11339  0.500000  -2503.923102
11340  0.500000  -2503.870832
11341  0.500000  -2505.980667
11342  0.500000  -2505.455079
11343  0.500000  -2505.820300
11344  0.500000  -2504.404378
11345  0.500000  -2503.670778
11346  0.500000  -2503.670778
11347  0.500000  -2506.442280
11348  0.500000  -2506.442280
11349  0.500000  -2506.442280
11350  0.500000  -2506.141244
11351  0.500000  -2507.604429
11352  0.500000  -2507.512030
11353  0.500000  -2507.867427
11354  0.500000  -2507.867427
11355  0.500000  -2507.867427
11356  0.500000  -2507.867427
11357  0.500000  -2504.737728
11358  0.500000  -2504.229249
11359  0.500000  -2503.247342
11360  0.500000  -2502.934602
11361  0.500000  -2502.858074
11362  0.500000  -2502.082704
11363  0.500000  -2502.509690
11364  0.500000  -2502.167421
11365  0.500000  -2501.053318
11366  0.500000  -2501.053318
11367  0.500000  -2500.724107
11368  0.500000  -2499.253967
11369  0.500000  -2501.634876
11370  0.500000  -2501.634876
11371  0.500000  -2500.931452
11372  0.500000  -2500.931452
11373  0.500000  -2500.931452
11374  0.500000  -2500.931452
11375  0.500000  -2500.919246
11376  0.500000  -2500.919246
11377  0.500000  -2500.919246
11378  0.500000  -2500.883416
11379  0.500000  -2501.081666
11380  0.500000  -2501.081666
11381  0.500000  -2500.867724
11382  0.500000  -2500.867724
11383  0.500000  -2501.051016
11384  0.500000  -2501.678547
11385  0.500000  -2501.678547
11386  0.500000  -2501.678547
11387  0.500000  -2499.325180
11388  0.500000  -2499.463774
11389  0.500000  -2499.720612
11390  0.500000  -2498.609222
11391  0.500000  -2497.750699
11392  0.500000  -2501.051886
11393  0.500000  -2501.051886
11394  0.500000  -2501.051886
11395  0.500000  -2500.973210
11396  0.500000  -2499.680063
11397  0.500000  -2499.680063
11398  0.500000  -2500.698922
11399  0.500000  -2500.698922
11400  0.500000  -2500.095039
11401  0.500000  -2500.095039
11402  0.500000  -2500.095039
11403  0.500000  -2500.095039
11404  0.500000  -2500.095039
11405  0.500000  -2501.558004
11406  0.500000  -2501.128025
11407  0.500000  -2498.920404
11408  0.500000  -2498.593045
11409  0.500000  -2498.851082
11410  0.500000  -2498.851082
11411  0.500000  -2496.054746
11412  0.500000  -2496.087721
11413  0.500000  -2495.276723
11414  0.500000  -2495.824625
11415  0.500000  -2495.824625
11416  0.500000  -2495.764700
11417  0.500000  -2495.764700
11418  0.500000  -2494.903300
11419  0.500000  -2494.903300
11420  0.500000  -2494.903300
11421  0.500000  -2494.903300
11422  0.500000  -2491.680884
11423  0.500000  -2492.178452
11424  0.500000  -2492.178452
11425  0.500000  -2493.826075
11426  0.500000  -2489.801163
11427  0.500000  -2490.944711
11428  0.500000  -2490.944711
11429  0.500000  -2493.193024
11430  0.500000  -2493.193024
11431  0.500000  -2491.847471
11432  0.500000  -2495.091890
11433  0.500000  -2493.526615
11434  0.500000  -2493.526615
11435  0.500000  -2491.717195
11436  0.500000  -2491.717195
11437  0.500000  -2493.927701
11438  0.500000  -2494.622106
11439  0.500000  -2494.622106
11440  0.500000  -2494.196298
11441  0.500000  -2494.104243
11442  0.500000  -2495.464971
11443  0.500000  -2498.832395
11444  0.500000  -2499.296986
11445  0.500000  -2498.175679
11446  0.500000  -2498.175679
11447  0.500000  -2496.775735
11448  0.500000  -2498.789691
11449  0.500000  -2499.363376
11450  0.500000  -2500.006861
11451  0.500000  -2500.006861
11452  0.500000  -2498.976187
11453  0.500000  -2500.330006
11454  0.500000  -2500.187644
11455  0.500000  -2498.591250
11456  0.500000  -2498.893869
11457  0.500000  -2499.387328
11458  0.500000  -2499.520772
11459  0.500000  -2499.520772
11460  0.500000  -2499.974927
11461  0.500000  -2499.969198
11462  0.500000  -2499.765795
11463  0.500000  -2499.765795
11464  0.500000  -2501.193933
11465  0.500000  -2498.930631
11466  0.500000  -2501.724662
11467  0.500000  -2501.812561
11468  0.500000  -2503.389550
11469  0.500000  -2503.389550
11470  0.500000  -2503.389550
11471  0.500000  -2504.903571
11472  0.500000  -2504.903571
11473  0.500000  -2503.933330
11474  0.500000  -2503.933330
11475  0.500000  -2505.058040
11476  0.500000  -2505.947447
11477  0.500000  -2508.699815
11478  0.500000  -2508.699815
11479  0.500000  -2508.699815
11480  0.500000  -2508.699815
11481  0.500000  -2508.848178
11482  0.500000  -2508.646227
11483  0.500000  -2508.646227
11484  0.500000  -2509.951344
11485  0.500000  -2509.951344
11486  0.500000  -2509.951344
11487  0.500000  -2507.959491
11488  0.500000  -2511.360514
11489  0.500000  -2510.976766
11490  0.500000  -2511.585925
11491  0.500000  -2512.115567
11492  0.500000  -2511.826052
11493  0.500000  -2509.867465
11494  0.500000  -2509.867465
11495  0.500000  -2509.544289
11496  0.500000  -2509.544289
11497  0.500000  -2509.334337
11498  0.500000  -2509.332323
11499  0.500000  -2509.835365
11500  0.500000  -2508.446008
11501  0.500000  -2509.859153
11502  0.500000  -2509.859153
11503  0.500000  -2509.560300
11504  0.500000  -2509.560300
11505  0.500000  -2509.156835
11506  0.500000  -2509.279180
11507  0.500000  -2509.175126
11508  0.500000  -2509.120301
11509  0.500000  -2509.974700
11510  0.500000  -2509.974700
11511  0.500000  -2509.965220
11512  0.500000  -2509.965220
11513  0.500000  -2508.200767
11514  0.500000  -2507.980332
11515  0.500000  -2506.891717
11516  0.500000  -2506.891717
11517  0.500000  -2506.891717
11518  0.500000  -2506.891717
11519  0.500000  -2506.699833
11520  0.500000  -2506.764310
11521  0.500000  -2506.764310
11522  0.500000  -2506.819537
11523  0.500000  -2506.819537
11524  0.500000  -2506.819537
11525  0.500000  -2505.882592
11526  0.500000  -2506.342337
11527  0.500000  -2508.945999
11528  0.500000  -2508.028702
11529  0.500000  -2508.028702
11530  0.500000  -2506.576367
11531  0.500000  -2507.110492
11532  0.500000  -2507.040651
11533  0.500000  -2507.515778
11534  0.500000  -2507.515778
11535  0.500000  -2507.657766
11536  0.500000  -2508.185314
11537  0.500000  -2508.254213
11538  0.500000  -2505.467379
11539  0.500000  -2505.931869
11540  0.500000  -2507.824434
11541  0.500000  -2507.824434
11542  0.500000  -2507.824434
11543  0.500000  -2507.824830
11544  0.500000  -2510.431165
11545  0.500000  -2514.692447
11546  0.500000  -2514.692447
11547  0.500000  -2515.902157
11548  0.500000  -2515.937030
11549  0.500000  -2517.747944
11550  0.500000  -2517.934976
11551  0.500000  -2518.158618
11552  0.500000  -2518.158618
11553  0.500000  -2517.340307
11554  0.500000  -2517.530214
11555  0.500000  -2517.530214
11556  0.500000  -2515.185019
11557  0.500000  -2515.185019
11558  0.500000  -2517.197455
11559  0.500000  -2516.775434
11560  0.500000  -2516.303488
11561  0.500000  -2515.635399
11562  0.500000  -2515.635399
11563  0.500000  -2513.927582
11564  0.500000  -2513.921387
11565  0.500000  -2513.106692
11566  0.500000  -2512.903694
11567  0.500000  -2517.455352
11568  0.500000  -2517.455352
11569  0.500000  -2517.455352
11570  0.500000  -2518.027230
11571  0.500000  -2518.469250
11572  0.500000  -2517.117361
11573  0.500000  -2517.117361
11574  0.500000  -2517.117361
11575  0.500000  -2517.448131
11576  0.500000  -2516.854687
11577  0.500000  -2516.690684
11578  0.500000  -2516.562966
11579  0.500000  -2517.570086
11580  0.500000  -2519.054478
11581  0.500000  -2519.054478
11582  0.500000  -2519.154718
11583  0.500000  -2521.194263
11584  0.500000  -2524.050468
11585  0.500000  -2522.422487
11586  0.500000  -2522.422487
11587  0.500000  -2522.422487
11588  0.500000  -2522.422487
11589  0.500000  -2522.422487
11590  0.500000  -2523.860298
11591  0.500000  -2522.824738
11592  0.500000  -2523.088977
11593  0.500000  -2523.538434
11594  0.500000  -2523.538434
11595  0.500000  -2523.538434
11596  0.500000  -2523.340864
11597  0.500000  -2523.075468
11598  0.500000  -2523.075468
11599  0.500000  -2522.524066
11600  0.500000  -2522.367431
11601  0.500000  -2522.034195
11602  0.500000  -2522.034195
11603  0.500000  -2522.034195
11604  0.500000  -2521.989249
11605  0.500000  -2521.693249
11606  0.500000  -2520.494617
11607  0.500000  -2528.417287
11608  0.500000  -2526.080139
11609  0.500000  -2525.890460
11610  0.500000  -2525.653425
11611  0.500000  -2525.653425
11612  0.500000  -2524.717057
11613  0.500000  -2523.847658
11614  0.500000  -2524.159420
11615  0.500000  -2524.520118
11616  0.500000  -2524.520118
11617  0.500000  -2524.520118
11618  0.500000  -2524.454087
11619  0.500000  -2524.454087
11620  0.500000  -2524.454087
11621  0.500000  -2524.167607
11622  0.500000  -2523.908155
11623  0.500000  -2523.908155
11624  0.500000  -2522.685609
11625  0.500000  -2522.685609
11626  0.500000  -2521.623661
11627  0.500000  -2520.824614
11628  0.500000  -2520.027852
11629  0.500000  -2520.027852
11630  0.500000  -2519.732443
11631  0.500000  -2521.218777
11632  0.500000  -2521.275124
11633  0.500000  -2521.985373
11634  0.500000  -2521.125263
11635  0.500000  -2521.275535
11636  0.500000  -2521.275535
11637  0.500000  -2521.275535
11638  0.500000  -2521.275535
11639  0.500000  -2522.275230
11640  0.500000  -2522.729261
11641  0.500000  -2522.886398
11642  0.500000  -2522.886398
11643  0.500000  -2522.560308
11644  0.500000  -2522.560308
11645  0.500000  -2521.543976
11646  0.500000  -2521.468701
11647  0.500000  -2521.362058
11648  0.500000  -2521.362058
11649  0.500000  -2519.826698
11650  0.500000  -2519.826698
11651  0.500000  -2520.050064
11652  0.500000  -2520.050064
11653  0.500000  -2522.593132
11654  0.500000  -2522.593132
11655  0.500000  -2522.141968
11656  0.500000  -2523.408295
11657  0.500000  -2523.408295
11658  0.500000  -2521.145610
11659  0.500000  -2522.639746
11660  0.500000  -2523.142503
11661  0.500000  -2523.142503
11662  0.500000  -2523.142503
11663  0.500000  -2521.777062
11664  0.500000  -2523.128083
11665  0.500000  -2523.252326
11666  0.500000  -2519.130352
11667  0.500000  -2520.247650
11668  0.500000  -2520.290872
11669  0.500000  -2520.353851
11670  0.500000  -2520.353851
11671  0.500000  -2519.109075
11672  0.500000  -2519.163516
11673  0.500000  -2520.989761
11674  0.500000  -2520.989761
11675  0.500000  -2520.802707
11676  0.500000  -2521.827948
11677  0.500000  -2523.607736
11678  0.500000  -2522.442412
11679  0.500000  -2522.442412
11680  0.500000  -2523.848211
11681  0.500000  -2523.848211
11682  0.500000  -2524.250873
11683  0.500000  -2524.021193
11684  0.500000  -2524.021193
11685  0.500000  -2524.021193
11686  0.500000  -2521.966530
11687  0.500000  -2521.847654
11688  0.500000  -2521.879183
11689  0.500000  -2521.879183
11690  0.500000  -2519.038021
11691  0.500000  -2519.038021
11692  0.500000  -2519.038021
11693  0.500000  -2519.038021
11694  0.500000  -2519.860366
11695  0.500000  -2520.800492
11696  0.500000  -2521.721119
11697  0.500000  -2521.721119
11698  0.500000  -2523.639951
11699  0.500000  -2521.723067
11700  0.500000  -2519.373413
11701  0.500000  -2520.078873
11702  0.500000  -2519.457879
11703  0.500000  -2519.869476
11704  0.500000  -2517.800914
11705  0.500000  -2515.442693
11706  0.500000  -2514.935570
11707  0.500000  -2516.701049
11708  0.500000  -2516.701049
11709  0.500000  -2518.122953
11710  0.500000  -2517.768990
11711  0.500000  -2517.768990
11712  0.500000  -2518.108679
11713  0.500000  -2517.166445
11714  0.500000  -2515.945273
11715  0.500000  -2515.945273
11716  0.500000  -2515.945273
11717  0.500000  -2515.945273
11718  0.500000  -2513.856661
11719  0.500000  -2512.802868
11720  0.500000  -2513.407886
11721  0.500000  -2512.590640
11722  0.500000  -2512.590640
11723  0.500000  -2512.590640
11724  0.500000  -2513.373100
11725  0.500000  -2513.373100
11726  0.500000  -2513.039118
11727  0.500000  -2512.141826
11728  0.500000  -2510.671753
11729  0.500000  -2510.027522
11730  0.500000  -2509.528966
11731  0.500000  -2510.075294
11732  0.500000  -2510.075294
11733  0.500000  -2510.075294
11734  0.500000  -2510.259429
11735  0.500000  -2508.238154
11736  0.500000  -2507.634747
11737  0.500000  -2507.367332
11738  0.500000  -2507.367332
11739  0.500000  -2507.201999
11740  0.500000  -2507.201999
11741  0.500000  -2508.956653
11742  0.500000  -2511.117830
11743  0.500000  -2511.507185
11744  0.500000  -2511.507185
11745  0.500000  -2511.427914
11746  0.500000  -2510.805646
11747  0.500000  -2510.356718
11748  0.500000  -2510.356718
11749  0.500000  -2513.111859
11750  0.500000  -2513.770525
11751  0.500000  -2513.610487
11752  0.500000  -2513.610487
11753  0.500000  -2513.243937
11754  0.500000  -2513.243937
11755  0.500000  -2513.243937
11756  0.500000  -2512.196263
11757  0.500000  -2512.196263
11758  0.500000  -2512.735645
11759  0.500000  -2513.450335
11760  0.500000  -2513.627419
11761  0.500000  -2513.627419
11762  0.500000  -2512.233455
11763  0.500000  -2511.728886
11764  0.500000  -2511.728886
11765  0.500000  -2512.888417
11766  0.500000  -2512.888417
11767  0.500000  -2511.336070
11768  0.500000  -2511.714115
11769  0.500000  -2511.714115
11770  0.500000  -2511.714115
11771  0.500000  -2509.156119
11772  0.500000  -2508.271666
11773  0.500000  -2505.587553
11774  0.500000  -2505.587553
11775  0.500000  -2508.086093
11776  0.500000  -2507.220967
11777  0.500000  -2507.220967
11778  0.500000  -2507.312906
11779  0.500000  -2506.253657
11780  0.500000  -2506.534637
11781  0.500000  -2506.534637
11782  0.500000  -2506.534637
11783  0.500000  -2504.946490
11784  0.500000  -2504.309205
11785  0.500000  -2501.990849
11786  0.500000  -2501.990849
11787  0.500000  -2504.094229
11788  0.500000  -2504.094229
11789  0.500000  -2504.433821
11790  0.500000  -2505.696212
11791  0.500000  -2506.247435
11792  0.500000  -2506.056540
11793  0.500000  -2506.056540
11794  0.500000  -2505.744141
11795  0.500000  -2505.802404
11796  0.500000  -2505.802404
11797  0.500000  -2505.802404
11798  0.500000  -2506.830895
11799  0.500000  -2507.184585
11800  0.500000  -2507.719650
11801  0.500000  -2507.719650
11802  0.500000  -2507.149831
11803  0.500000  -2507.664535
11804  0.500000  -2507.664535
11805  0.500000  -2507.664535
11806  0.500000  -2507.664535
11807  0.500000  -2507.809733
11808  0.500000  -2506.812732
11809  0.500000  -2506.812732
11810  0.500000  -2508.014017
11811  0.500000  -2507.676312
11812  0.500000  -2507.676312
11813  0.500000  -2507.676312
11814  0.500000  -2507.676312
11815  0.500000  -2506.966736
11816  0.500000  -2508.828310
11817  0.500000  -2508.949548
11818  0.500000  -2508.949548
11819  0.500000  -2509.975023
11820  0.500000  -2510.845499
11821  0.500000  -2510.845499
11822  0.500000  -2510.821932
11823  0.500000  -2510.821932
11824  0.500000  -2510.821932
11825  0.500000  -2509.657412
11826  0.500000  -2510.176436
11827  0.500000  -2510.148063
11828  0.500000  -2510.148063
11829  0.500000  -2512.957947
11830  0.500000  -2512.957947
11831  0.500000  -2512.957947
11832  0.500000  -2512.957947
11833  0.500000  -2513.358715
11834  0.500000  -2514.555992
11835  0.500000  -2513.798014
11836  0.500000  -2516.593233
11837  0.500000  -2516.593233
11838  0.500000  -2517.661464
11839  0.500000  -2517.522434
11840  0.500000  -2517.522434
11841  0.500000  -2517.266851
11842  0.500000  -2517.155697
11843  0.500000  -2517.155697
11844  0.500000  -2517.018284
11845  0.500000  -2518.653877
11846  0.500000  -2517.527459
11847  0.500000  -2517.933459
11848  0.500000  -2517.254304
11849  0.500000  -2517.254304
11850  0.500000  -2514.616525
11851  0.500000  -2514.616525
11852  0.500000  -2514.113593
11853  0.500000  -2515.466110
11854  0.500000  -2514.619041
11855  0.500000  -2516.918122
11856  0.500000  -2517.978027
11857  0.500000  -2518.163981
11858  0.500000  -2514.492836
11859  0.500000  -2514.492836
11860  0.500000  -2514.492836
11861  0.500000  -2514.089383
11862  0.500000  -2514.006653
11863  0.500000  -2512.104789
11864  0.500000  -2512.104789
11865  0.500000  -2512.104789
11866  0.500000  -2512.104789
11867  0.500000  -2517.082504
11868  0.500000  -2517.099437
11869  0.500000  -2514.405044
11870  0.500000  -2514.405044
11871  0.500000  -2513.794059
11872  0.500000  -2514.053335
11873  0.500000  -2512.591992
11874  0.500000  -2512.306676
11875  0.500000  -2512.306676
11876  0.500000  -2512.517540
11877  0.500000  -2512.517540
11878  0.500000  -2513.310436
11879  0.500000  -2513.310436
11880  0.500000  -2513.919723
11881  0.500000  -2513.701316
11882  0.500000  -2511.892196
11883  0.500000  -2511.514178
11884  0.500000  -2511.514178
11885  0.500000  -2511.514178
11886  0.500000  -2510.257647
11887  0.500000  -2509.567125
11888  0.500000  -2507.956281
11889  0.500000  -2507.956281
11890  0.500000  -2507.369646
11891  0.500000  -2507.369646
11892  0.500000  -2507.552293
11893  0.500000  -2508.184724
11894  0.500000  -2508.803462
11895  0.500000  -2506.077619
11896  0.500000  -2505.463838
11897  0.500000  -2505.351930
11898  0.500000  -2504.903486
11899  0.500000  -2506.675620
11900  0.500000  -2506.939673
11901  0.500000  -2505.177578
11902  0.500000  -2505.177578
11903  0.500000  -2501.133537
11904  0.500000  -2500.852939
11905  0.500000  -2500.852939
11906  0.500000  -2503.079708
11907  0.500000  -2503.079708
11908  0.500000  -2501.111863
11909  0.500000  -2499.988455
11910  0.500000  -2500.637259
11911  0.500000  -2500.890189
11912  0.500000  -2500.815425
11913  0.500000  -2499.806446
11914  0.500000  -2499.806446
11915  0.500000  -2499.518121
11916  0.500000  -2499.518121
11917  0.500000  -2499.518121
11918  0.500000  -2499.245713
11919  0.500000  -2501.252714
11920  0.500000  -2501.252714
11921  0.500000  -2501.662889
11922  0.500000  -2501.662889
11923  0.500000  -2500.171349
11924  0.500000  -2500.171349
11925  0.500000  -2499.347654
11926  0.500000  -2499.347654
11927  0.500000  -2499.347654
11928  0.500000  -2499.347654
11929  0.500000  -2500.775995
11930  0.500000  -2501.913611
11931  0.500000  -2500.828791
11932  0.500000  -2501.225288
11933  0.500000  -2501.225288
11934  0.500000  -2505.718706
11935  0.500000  -2506.181121
11936  0.500000  -2506.181121
11937  0.500000  -2505.371049
11938  0.500000  -2506.149915
11939  0.500000  -2507.438552
11940  0.500000  -2508.257066
11941  0.500000  -2507.816771
11942  0.500000  -2507.816771
11943  0.500000  -2505.062233
11944  0.500000  -2504.495926
11945  0.500000  -2504.214037
11946  0.500000  -2504.214037
11947  0.500000  -2504.214037
11948  0.500000  -2504.430685
11949  0.500000  -2504.818338
11950  0.500000  -2505.641587
11951  0.500000  -2505.641587
11952  0.500000  -2505.295726
11953  0.500000  -2505.295726
11954  0.500000  -2505.295726
11955  0.500000  -2504.301270
11956  0.500000  -2503.310166
11957  0.500000  -2500.187021
11958  0.500000  -2500.739141
11959  0.500000  -2501.553799
11960  0.500000  -2502.569299
11961  0.500000  -2503.071420
11962  0.500000  -2502.613383
11963  0.500000  -2503.543320
11964  0.500000  -2501.329772
11965  0.500000  -2500.699206
11966  0.500000  -2501.704090
11967  0.500000  -2501.189380
11968  0.500000  -2501.189380
11969  0.500000  -2501.189380
11970  0.500000  -2500.200407
11971  0.500000  -2500.200407
11972  0.500000  -2500.200407
11973  0.500000  -2500.200407
11974  0.500000  -2501.117676
11975  0.500000  -2500.969680
11976  0.500000  -2500.969680
11977  0.500000  -2501.512199
11978  0.500000  -2502.039022
11979  0.500000  -2502.907037
11980  0.500000  -2501.405252
11981  0.500000  -2501.441515
11982  0.500000  -2501.441515
11983  0.500000  -2505.094380
11984  0.500000  -2504.504799
11985  0.500000  -2504.504799
11986  0.500000  -2504.504799
11987  0.500000  -2504.525892
11988  0.500000  -2504.537772
11989  0.500000  -2505.229505
11990  0.500000  -2505.229505
11991  0.500000  -2505.229505
11992  0.500000  -2505.229505
11993  0.500000  -2506.389501
11994  0.500000  -2507.453240
11995  0.500000  -2507.453240
11996  0.500000  -2507.453240
11997  0.500000  -2507.453240
11998  0.500000  -2507.161394
11999  0.500000  -2508.377900
12000  0.500000  -2509.091974
12001  0.500000  -2509.223989
12002  0.500000  -2508.145330
12003  0.500000  -2508.145330
12004  0.500000  -2509.136242
12005  0.500000  -2509.136242
12006  0.500000  -2509.136242
12007  0.500000  -2509.136242
12008  0.500000  -2506.125136
12009  0.500000  -2506.125136
12010  0.500000  -2506.125136
12011  0.500000  -2506.185676
12012  0.500000  -2505.166512
12013  0.500000  -2497.024500
12014  0.500000  -2497.024500
12015  0.500000  -2496.881068
12016  0.500000  -2497.077992
12017  0.500000  -2497.134266
12018  0.500000  -2496.181925
12019  0.500000  -2499.081262
12020  0.500000  -2499.081262
12021  0.500000  -2499.394958
12022  0.500000  -2497.331745
12023  0.500000  -2498.811205
12024  0.500000  -2499.445613
12025  0.500000  -2498.420797
12026  0.500000  -2498.634014
12027  0.500000  -2498.636215
12028  0.500000  -2498.506272
12029  0.500000  -2498.506272
12030  0.500000  -2498.506272
12031  0.500000  -2499.812392
12032  0.500000  -2501.574913
12033  0.500000  -2501.643978
12034  0.500000  -2501.643978
12035  0.500000  -2501.643978
12036  0.500000  -2502.896913
12037  0.500000  -2503.062177
12038  0.500000  -2499.072595
12039  0.500000  -2499.072595
12040  0.500000  -2498.995523
12041  0.500000  -2497.094340
12042  0.500000  -2496.806497
12043  0.500000  -2496.556731
12044  0.500000  -2496.937129
12045  0.500000  -2496.937129
12046  0.500000  -2497.176940
12047  0.500000  -2494.186285
12048  0.500000  -2493.852657
12049  0.500000  -2496.435906
12050  0.500000  -2496.479589
12051  0.500000  -2496.568819
12052  0.500000  -2498.510253
12053  0.500000  -2497.586804
12054  0.500000  -2497.908843
12055  0.500000  -2497.908843
12056  0.500000  -2497.181321
12057  0.500000  -2497.979180
12058  0.500000  -2497.717400
12059  0.500000  -2497.717400
12060  0.500000  -2497.575444
12061  0.500000  -2495.426888
12062  0.500000  -2494.263608
12063  0.500000  -2492.173543
12064  0.500000  -2494.670960
12065  0.500000  -2492.178045
12066  0.500000  -2491.883654
12067  0.500000  -2491.883654
12068  0.500000  -2491.883654
12069  0.500000  -2494.503159
12070  0.500000  -2493.348819
12071  0.500000  -2493.348819
12072  0.500000  -2494.200646
12073  0.500000  -2494.119281
12074  0.500000  -2494.119281
12075  0.500000  -2492.201165
12076  0.500000  -2492.201165
12077  0.500000  -2492.201165
12078  0.500000  -2496.134767
12079  0.500000  -2496.134767
12080  0.500000  -2496.134767
12081  0.500000  -2496.134767
12082  0.500000  -2489.184263
12083  0.500000  -2488.216930
12084  0.500000  -2486.941395
12085  0.500000  -2486.353740
12086  0.500000  -2491.428133
12087  0.500000  -2495.181614
12088  0.500000  -2495.181614
12089  0.500000  -2497.365023
12090  0.500000  -2494.713244
12091  0.500000  -2494.713244
12092  0.500000  -2491.858565
12093  0.500000  -2492.580499
12094  0.500000  -2493.941167
12095  0.500000  -2494.807911
12096  0.500000  -2494.439309
12097  0.500000  -2493.679912
12098  0.500000  -2493.769596
12099  0.500000  -2493.769596
12100  0.500000  -2491.092618
12101  0.500000  -2491.395058
12102  0.500000  -2491.202252
12103  0.500000  -2491.217676
12104  0.500000  -2491.217676
12105  0.500000  -2491.217676
12106  0.500000  -2492.194553
12107  0.500000  -2496.258695
12108  0.500000  -2495.918105
12109  0.500000  -2494.673699
12110  0.500000  -2494.003652
12111  0.500000  -2492.675785
12112  0.500000  -2492.675785
12113  0.500000  -2491.420468
12114  0.500000  -2491.420468
12115  0.500000  -2491.420468
12116  0.500000  -2489.997678
12117  0.500000  -2489.997678
12118  0.500000  -2490.003179
12119  0.500000  -2490.003179
12120  0.500000  -2490.022888
12121  0.500000  -2491.040568
12122  0.500000  -2492.691153
12123  0.500000  -2490.990967
12124  0.500000  -2489.143030
12125  0.500000  -2489.143030
12126  0.500000  -2489.272935
12127  0.500000  -2489.496303
12128  0.500000  -2489.721592
12129  0.500000  -2489.747998
12130  0.500000  -2489.747998
12131  0.500000  -2488.902357
12132  0.500000  -2488.551956
12133  0.500000  -2489.355861
12134  0.500000  -2489.308492
12135  0.500000  -2489.308492
12136  0.500000  -2489.049138
12137  0.500000  -2489.049138
12138  0.500000  -2485.979977
12139  0.500000  -2487.084299
12140  0.500000  -2487.084299
12141  0.500000  -2485.886210
12142  0.500000  -2486.593181
12143  0.500000  -2486.593181
12144  0.500000  -2486.593181
12145  0.500000  -2487.549111
12146  0.500000  -2487.549111
12147  0.500000  -2487.549111
12148  0.500000  -2484.315735
12149  0.500000  -2485.024020
12150  0.500000  -2486.267878
12151  0.500000  -2487.799555
12152  0.500000  -2487.707799
12153  0.500000  -2489.176400
12154  0.500000  -2489.175158
12155  0.500000  -2488.301040
12156  0.500000  -2487.656771
12157  0.500000  -2487.656771
12158  0.500000  -2490.018266
12159  0.500000  -2491.390066
12160  0.500000  -2491.390066
12161  0.500000  -2491.401859
12162  0.500000  -2491.401859
12163  0.500000  -2492.209189
12164  0.500000  -2492.017459
12165  0.500000  -2492.188550
12166  0.500000  -2492.046334
12167  0.500000  -2493.001892
12168  0.500000  -2493.001892
12169  0.500000  -2493.678983
12170  0.500000  -2493.854034
12171  0.500000  -2493.819408
12172  0.500000  -2492.986079
12173  0.500000  -2492.986079
12174  0.500000  -2495.136508
12175  0.500000  -2495.136508
12176  0.500000  -2496.168248
12177  0.500000  -2493.723326
12178  0.500000  -2495.759446
12179  0.500000  -2493.802945
12180  0.500000  -2492.647400
12181  0.500000  -2492.563204
12182  0.500000  -2493.100035
12183  0.500000  -2494.533529
12184  0.500000  -2494.533529
12185  0.500000  -2496.034781
12186  0.500000  -2496.034781
12187  0.500000  -2496.187266
12188  0.500000  -2496.028359
12189  0.500000  -2496.021316
12190  0.500000  -2496.021316
