# step  beta  Energy
51145  1.500000  -4894.427794
51146  1.500000  -4894.427794
51147  1.500000  -4893.796301
51148  1.500000  -4893.796301
51149  1.500000  -4893.119659
51150  1.500000  -4893.119659
51151  1.500000  -4893.119659
51152  1.500000  -4893.119659
51153  1.500000  -4893.119659
51154  1.500000  -4893.119659
51155  1.500000  -4893.119659
51156  1.500000  -4893.119659
51157  1.500000  -4893.119659
51158  1.500000  -4893.119659
51159  1.500000  -4893.031176
51160  1.500000  -4892.611873
51161  1.500000  -4892.611873
51162  1.500000  -4892.770457
51163  1.500000  -4892.770457
51164  1.500000  -4892.770457
51165  1.500000  -4892.770457
51166  1.500000  -4892.131076
51167  1.500000  -4890.479780
51168  1.500000  -4890.479780
51169  1.500000  -4890.492957
51170  1.500000  -4890.320095
51171  1.500000  -4890.320095
51172  1.500000  -4890.358239
51173  1.500000  -4890.358239
51174  1.500000  -4890.358239
51175  1.500000  -4890.321938
51176  1.500000  -4890.373779
51177  1.500000  -4890.383278
51178  1.500000  -4891.219082
51179  1.500000  -4891.268416
51180  1.500000  -4891.268416
51181  1.500000  -4891.268416
51182  1.500000  -4891.268416
51183  1.500000  -4891.268416
51184  1.500000  -4892.208024
51185  1.500000  -4892.208024
51186  1.500000  -4892.208024
51187  1.500000  -4893.319745
51188  1.500000  -4893.319745
51189  1.500000  -4893.319745
51190  1.500000  -4893.319745
51191  1.500000  -4892.778667
51192  1.500000  -4892.778667
51193  1.500000  -4892.778667
51194  1.500000  -4892.670898
51195  1.500000  -4892.670898
51196  1.500000  -4892.670898
51197  1.500000  -4893.093882
51198  1.500000  -4893.435006
51199  1.500000  -4893.519125
51200  1.500000  -4893.519125
51201  1.500000  -4893.519125
51202  1.500000  -4894.521994
51203  1.500000  -4894.521994
51204  1.500000  -4895.450074
51205  1.500000  -4895.114460
51206  1.500000  -4895.114460
51207  1.500000  -4895.114460
51208  1.500000  -4895.262850
51209  1.500000  -4895.262850
51210  1.500000  -4895.262850
51211  1.500000  -4895.534596
51212  1.500000  -4895.716333
51213  1.500000  -4895.716333
51214  1.500000  -4895.716333
51215  1.500000  -4895.716333
51216  1.500000  -4895.716333
51217  1.500000  -4895.716333
51218  1.500000  -4895.533609
51219  1.500000  -4894.893461
51220  1.500000  -4894.842863
51221  1.500000  -4895.585415
51222  1.500000  -4895.817294
51223  1.500000  -4895.817294
51224  1.500000  -4895.817294
51225  1.500000  -4895.817294
51226  1.500000  -4895.817294
51227  1.500000  -4895.817294
51228  1.500000  -4895.845022
51229  1.500000  -4895.845022
51230  1.500000  -4895.845022
51231  1.500000  -4896.045213
51232  1.500000  -4895.456165
51233  1.500000  -4895.456165
51234  1.500000  -4895.222222
51235  1.500000  -4895.222222
51236  1.500000  -4894.515213
51237  1.500000  -4894.515213
51238  1.500000  -4894.515213
51239  1.500000  -4894.515213
51240  1.500000  -4894.515213
51241  1.500000  -4894.515213
51242  1.500000  -4894.515213
51243  1.500000  -4894.515213
51244  1.500000  -4894.515213
51245  1.500000  -4894.515213
51246  1.500000  -4894.025803
51247  1.500000  -4893.914504
51248  1.500000  -4893.914504
51249  1.500000  -4893.914504
51250  1.500000  -4893.914504
51251  1.500000  -4893.914504
51252  1.500000  -4894.031835
51253  1.500000  -4893.860598
51254  1.500000  -4893.860598
51255  1.500000  -4893.860598
51256  1.500000  -4893.860598
51257  1.500000  -4893.860598
51258  1.500000  -4893.860598
51259  1.500000  -4893.860598
51260  1.500000  -4893.860598
51261  1.500000  -4893.860598
51262  1.500000  -4893.860598
51263  1.500000  -4895.285478
51264  1.500000  -4895.285478
51265  1.500000  -4894.732664
51266  1.500000  -4894.732664
51267  1.500000  -4894.732664
51268  1.500000  -4894.732664
51269  1.500000  -4894.866110
51270  1.500000  -4894.866110
51271  1.500000  -4894.866110
51272  1.500000  -4894.866110
51273  1.500000  -4894.866110
51274  1.500000  -4894.866110
51275  1.500000  -4894.866110
51276  1.500000  -4895.241308
51277  1.500000  -4895.189954
51278  1.500000  -4895.189954
51279  1.500000  -4894.683535
51280  1.500000  -4895.224002
51281  1.500000  -4895.224002
51282  1.500000  -4895.224002
51283  1.500000  -4895.234977
51284  1.500000  -4895.003922
51285  1.500000  -4895.003922
51286  1.500000  -4894.505006
51287  1.500000  -4895.094755
51288  1.500000  -4895.094755
51289  1.500000  -4895.094755
51290  1.500000  -4895.189500
51291  1.500000  -4894.042538
51292  1.500000  -4894.042538
51293  1.500000  -4892.560377
51294  1.500000  -4892.560377
51295  1.500000  -4891.406012
51296  1.500000  -4891.406012
51297  1.500000  -4891.406012
51298  1.500000  -4891.406012
51299  1.500000  -4891.763487
51300  1.500000  -4891.763487
51301  1.500000  -4891.763487
51302  1.500000  -4891.763487
51303  1.500000  -4891.257216
51304  1.500000  -4890.884906
51305  1.500000  -4890.884906
51306  1.500000  -4890.884906
51307  1.500000  -4890.884906
51308  1.500000  -4890.853803
51309  1.500000  -4890.634879
51310  1.500000  -4891.477000
51311  1.500000  -4891.477000
51312  1.500000  -4891.477000
51313  1.500000  -4891.477000
51314  1.500000  -4891.165441
51315  1.500000  -4891.195542
51316  1.500000  -4890.428414
51317  1.500000  -4890.779701
51318  1.500000  -4890.779701
51319  1.500000  -4890.808696
51320  1.500000  -4890.808696
51321  1.500000  -4889.600088
51322  1.500000  -4888.820398
51323  1.500000  -4888.731484
51324  1.500000  -4888.731484
51325  1.500000  -4888.731484
51326  1.500000  -4889.955648
51327  1.500000  -4889.955648
51328  1.500000  -4889.955648
51329  1.500000  -4889.955648
51330  1.500000  -4890.066965
51331  1.500000  -4890.066965
51332  1.500000  -4890.066965
51333  1.500000  -4890.066965
51334  1.500000  -4890.066965
51335  1.500000  -4890.066965
51336  1.500000  -4890.447411
51337  1.500000  -4890.642640
51338  1.500000  -4890.642640
51339  1.500000  -4891.352919
51340  1.500000  -4891.352919
51341  1.500000  -4891.352919
51342  1.500000  -4891.352919
51343  1.500000  -4891.352919
51344  1.500000  -4891.352919
51345  1.500000  -4891.739865
51346  1.500000  -4891.494969
51347  1.500000  -4891.494969
51348  1.500000  -4891.494969
51349  1.500000  -4891.494969
51350  1.500000  -4890.803781
51351  1.500000  -4890.803781
51352  1.500000  -4890.741060
51353  1.500000  -4890.741060
51354  1.500000  -4890.741060
51355  1.500000  -4890.741060
51356  1.500000  -4890.741060
51357  1.500000  -4890.834026
51358  1.500000  -4889.762905
51359  1.500000  -4889.762905
51360  1.500000  -4888.787203
51361  1.500000  -4888.787203
51362  1.500000  -4888.551885
51363  1.500000  -4887.636422
51364  1.500000  -4888.518665
51365  1.500000  -4888.993399
51366  1.500000  -4890.730788
51367  1.500000  -4890.730788
51368  1.500000  -4891.261107
51369  1.500000  -4891.261107
51370  1.500000  -4890.880895
51371  1.500000  -4891.469391
51372  1.500000  -4891.664985
51373  1.500000  -4891.664985
51374  1.500000  -4891.664985
51375  1.500000  -4891.806569
51376  1.500000  -4891.806569
51377  1.500000  -4891.806569
51378  1.500000  -4891.806569
51379  1.500000  -4892.090821
51380  1.500000  -4892.443624
51381  1.500000  -4892.443624
51382  1.500000  -4892.443624
51383  1.500000  -4892.443624
51384  1.500000  -4892.443624
51385  1.500000  -4893.563952
51386  1.500000  -4893.563952
51387  1.500000  -4893.893435
51388  1.500000  -4892.783060
51389  1.500000  -4892.783060
51390  1.500000  -4893.321094
51391  1.500000  -4893.321094
51392  1.500000  -4893.229845
51393  1.500000  -4893.229845
51394  1.500000  -4892.509583
51395  1.500000  -4892.417528
51396  1.500000  -4892.417528
51397  1.500000  -4892.417528
51398  1.500000  -4892.569751
51399  1.500000  -4892.569751
51400  1.500000  -4892.569751
51401  1.500000  -4892.448827
51402  1.500000  -4892.448827
51403  1.500000  -4893.903310
51404  1.500000  -4893.903310
51405  1.500000  -4893.977661
51406  1.500000  -4893.977661
51407  1.500000  -4893.977661
51408  1.500000  -4893.977661
51409  1.500000  -4893.977661
51410  1.500000  -4893.394443
51411  1.500000  -4893.348883
51412  1.500000  -4893.348883
51413  1.500000  -4894.485287
51414  1.500000  -4894.485287
51415  1.500000  -4894.277940
51416  1.500000  -4895.552849
51417  1.500000  -4895.552849
51418  1.500000  -4895.552849
51419  1.500000  -4895.552849
51420  1.500000  -4895.790951
51421  1.500000  -4896.660742
51422  1.500000  -4896.247313
51423  1.500000  -4896.247313
51424  1.500000  -4896.247313
51425  1.500000  -4896.247313
51426  1.500000  -4896.311551
51427  1.500000  -4896.311551
51428  1.500000  -4896.311551
51429  1.500000  -4897.979322
51430  1.500000  -4897.979322
51431  1.500000  -4897.979322
51432  1.500000  -4898.709056
51433  1.500000  -4898.709056
51434  1.500000  -4898.709056
51435  1.500000  -4899.110328
51436  1.500000  -4899.110328
51437  1.500000  -4899.110328
51438  1.500000  -4899.110328
51439  1.500000  -4899.228561
51440  1.500000  -4899.070833
51441  1.500000  -4899.070833
51442  1.500000  -4899.070833
51443  1.500000  -4899.070833
51444  1.500000  -4899.070833
51445  1.500000  -4899.070833
51446  1.500000  -4899.070833
51447  1.500000  -4898.403577
51448  1.500000  -4898.403577
51449  1.500000  -4898.403577
51450  1.500000  -4898.403577
51451  1.500000  -4898.403577
51452  1.500000  -4898.403577
51453  1.500000  -4898.403577
51454  1.500000  -4898.183851
51455  1.500000  -4898.183851
51456  1.500000  -4898.183851
51457  1.500000  -4898.183851
51458  1.500000  -4898.183851
51459  1.500000  -4898.183851
51460  1.500000  -4898.183851
51461  1.500000  -4898.183851
51462  1.500000  -4898.183851
51463  1.500000  -4898.183851
51464  1.500000  -4898.183851
51465  1.500000  -4898.122690
51466  1.500000  -4898.017354
51467  1.500000  -4896.789488
51468  1.500000  -4896.214274
51469  1.500000  -4896.214274
51470  1.500000  -4896.214274
51471  1.500000  -4896.615893
51472  1.500000  -4896.615893
51473  1.500000  -4896.878057
51474  1.500000  -4897.095657
51475  1.500000  -4896.693890
51476  1.500000  -4896.693890
51477  1.500000  -4896.605794
51478  1.500000  -4896.605794
51479  1.500000  -4896.605794
51480  1.500000  -4895.767311
51481  1.500000  -4895.767311
51482  1.500000  -4895.767311
51483  1.500000  -4895.767311
51484  1.500000  -4896.314704
51485  1.500000  -4896.314704
51486  1.500000  -4896.314704
51487  1.500000  -4898.848283
51488  1.500000  -4898.848283
51489  1.500000  -4898.647826
51490  1.500000  -4899.887506
51491  1.500000  -4900.286422
51492  1.500000  -4900.848480
51493  1.500000  -4900.848480
51494  1.500000  -4900.862467
51495  1.500000  -4902.251635
51496  1.500000  -4901.912220
51497  1.500000  -4901.790006
51498  1.500000  -4902.097308
51499  1.500000  -4902.097308
51500  1.500000  -4901.741973
51501  1.500000  -4901.799321
51502  1.500000  -4901.799321
51503  1.500000  -4901.692887
51504  1.500000  -4901.692887
51505  1.500000  -4902.595714
51506  1.500000  -4902.595714
51507  1.500000  -4903.589965
51508  1.500000  -4903.589965
51509  1.500000  -4903.589965
51510  1.500000  -4902.825094
51511  1.500000  -4902.559329
51512  1.500000  -4902.502230
51513  1.500000  -4902.502230
51514  1.500000  -4902.502230
51515  1.500000  -4902.502230
51516  1.500000  -4903.293380
51517  1.500000  -4902.466208
51518  1.500000  -4902.466208
51519  1.500000  -4902.243061
51520  1.500000  -4902.243061
51521  1.500000  -4902.051607
51522  1.500000  -4902.132857
51523  1.500000  -4902.599977
51524  1.500000  -4902.599977
51525  1.500000  -4902.599977
51526  1.500000  -4904.225499
51527  1.500000  -4904.225499
51528  1.500000  -4904.225499
51529  1.500000  -4904.225499
51530  1.500000  -4904.225499
51531  1.500000  -4904.225499
51532  1.500000  -4903.802380
51533  1.500000  -4903.802380
51534  1.500000  -4904.257163
51535  1.500000  -4904.257163
51536  1.500000  -4904.257163
51537  1.500000  -4903.464229
51538  1.500000  -4903.464229
51539  1.500000  -4903.464229
51540  1.500000  -4903.464229
51541  1.500000  -4903.521800
51542  1.500000  -4903.521800
51543  1.500000  -4903.632216
51544  1.500000  -4903.114300
51545  1.500000  -4903.114300
51546  1.500000  -4902.745053
51547  1.500000  -4903.184655
51548  1.500000  -4903.545763
51549  1.500000  -4903.545763
51550  1.500000  -4903.545763
51551  1.500000  -4903.545763
51552  1.500000  -4902.534187
51553  1.500000  -4902.668075
51554  1.500000  -4902.664719
51555  1.500000  -4903.080184
51556  1.500000  -4902.906824
51557  1.500000  -4902.906824
51558  1.500000  -4902.921803
51559  1.500000  -4902.921803
51560  1.500000  -4902.921803
51561  1.500000  -4903.168149
51562  1.500000  -4903.168149
51563  1.500000  -4903.864167
51564  1.500000  -4903.853030
51565  1.500000  -4903.853030
51566  1.500000  -4904.550779
51567  1.500000  -4904.923268
51568  1.500000  -4904.923268
51569  1.500000  -4904.923268
51570  1.500000  -4904.054946
51571  1.500000  -4904.054946
51572  1.500000  -4903.557136
51573  1.500000  -4903.164081
51574  1.500000  -4904.388707
51575  1.500000  -4904.388707
51576  1.500000  -4904.388707
51577  1.500000  -4904.388707
51578  1.500000  -4904.388707
51579  1.500000  -4903.140459
51580  1.500000  -4903.127905
51581  1.500000  -4903.127905
51582  1.500000  -4903.127905
51583  1.500000  -4903.331757
51584  1.500000  -4903.331757
51585  1.500000  -4903.016018
51586  1.500000  -4903.016018
51587  1.500000  -4903.016018
51588  1.500000  -4903.016018
51589  1.500000  -4905.426612
51590  1.500000  -4905.426612
51591  1.500000  -4904.614506
51592  1.500000  -4904.715551
51593  1.500000  -4904.715551
51594  1.500000  -4904.715551
51595  1.500000  -4904.715551
51596  1.500000  -4903.337339
51597  1.500000  -4903.337339
51598  1.500000  -4902.958535
51599  1.500000  -4903.102418
51600  1.500000  -4903.102418
51601  1.500000  -4904.298493
51602  1.500000  -4904.298493
51603  1.500000  -4904.759945
51604  1.500000  -4904.759945
51605  1.500000  -4905.275871
51606  1.500000  -4905.242208
51607  1.500000  -4905.208353
51608  1.500000  -4904.595552
51609  1.500000  -4904.141599
51610  1.500000  -4904.141599
51611  1.500000  -4905.611448
51612  1.500000  -4905.275935
51613  1.500000  -4906.211408
51614  1.500000  -4906.211408
51615  1.500000  -4906.211408
51616  1.500000  -4906.211408
51617  1.500000  -4906.211408
51618  1.500000  -4906.211408
51619  1.500000  -4906.280549
51620  1.500000  -4906.280549
51621  1.500000  -4907.036508
51622  1.500000  -4907.036508
51623  1.500000  -4906.960564
51624  1.500000  -4906.960564
51625  1.500000  -4906.960564
51626  1.500000  -4906.960564
51627  1.500000  -4907.620241
51628  1.500000  -4907.620241
51629  1.500000  -4907.620241
51630  1.500000  -4907.620241
51631  1.500000  -4908.184245
51632  1.500000  -4908.184245
51633  1.500000  -4908.184245
51634  1.500000  -4908.184245
51635  1.500000  -4908.184245
51636  1.500000  -4908.184245
51637  1.500000  -4908.184245
51638  1.500000  -4908.215210
51639  1.500000  -4908.215210
51640  1.500000  -4908.215210
51641  1.500000  -4908.215210
51642  1.500000  -4908.215210
51643  1.500000  -4908.215210
51644  1.500000  -4906.687387
51645  1.500000  -4907.317755
51646  1.500000  -4908.227685
51647  1.500000  -4908.227685
51648  1.500000  -4908.168667
51649  1.500000  -4908.168667
51650  1.500000  -4908.168667
51651  1.500000  -4908.168667
51652  1.500000  -4907.720679
51653  1.500000  -4907.720679
51654  1.500000  -4907.189046
51655  1.500000  -4907.189046
51656  1.500000  -4906.621437
51657  1.500000  -4906.540055
51658  1.500000  -4906.540055
51659  1.500000  -4906.540055
51660  1.500000  -4906.540055
51661  1.500000  -4906.540055
51662  1.500000  -4906.540055
51663  1.500000  -4906.430793
51664  1.500000  -4906.430793
51665  1.500000  -4906.430793
51666  1.500000  -4906.430793
51667  1.500000  -4906.430793
51668  1.500000  -4906.430793
51669  1.500000  -4906.430793
51670  1.500000  -4906.518917
51671  1.500000  -4907.332078
51672  1.500000  -4907.662102
51673  1.500000  -4907.707827
51674  1.500000  -4907.707827
51675  1.500000  -4907.794085
51676  1.500000  -4907.794085
51677  1.500000  -4907.794085
51678  1.500000  -4907.794085
51679  1.500000  -4907.794085
51680  1.500000  -4907.733135
51681  1.500000  -4907.733135
51682  1.500000  -4908.398853
51683  1.500000  -4908.398853
51684  1.500000  -4908.398853
51685  1.500000  -4908.504049
51686  1.500000  -4908.504049
51687  1.500000  -4908.504049
51688  1.500000  -4908.504049
51689  1.500000  -4908.521392
51690  1.500000  -4909.366302
51691  1.500000  -4910.322840
51692  1.500000  -4909.568310
51693  1.500000  -4909.568310
51694  1.500000  -4909.568310
51695  1.500000  -4909.568310
51696  1.500000  -4909.568310
51697  1.500000  -4909.568310
51698  1.500000  -4909.956441
51699  1.500000  -4909.956441
51700  1.500000  -4909.956441
51701  1.500000  -4909.956441
51702  1.500000  -4909.956441
51703  1.500000  -4909.956441
51704  1.500000  -4909.982694
51705  1.500000  -4909.982694
51706  1.500000  -4910.549236
51707  1.500000  -4910.549236
51708  1.500000  -4911.385871
51709  1.500000  -4910.900736
51710  1.500000  -4910.900736
51711  1.500000  -4910.900736
51712  1.500000  -4910.900736
51713  1.500000  -4910.900736
51714  1.500000  -4910.900736
51715  1.500000  -4910.900736
51716  1.500000  -4911.144826
51717  1.500000  -4911.144826
51718  1.500000  -4911.378943
51719  1.500000  -4911.378943
51720  1.500000  -4909.496341
51721  1.500000  -4910.246166
51722  1.500000  -4910.246166
51723  1.500000  -4910.246166
51724  1.500000  -4910.246166
51725  1.500000  -4909.895368
51726  1.500000  -4910.759569
51727  1.500000  -4910.035454
51728  1.500000  -4910.035454
51729  1.500000  -4910.035454
51730  1.500000  -4910.035454
51731  1.500000  -4910.035454
51732  1.500000  -4910.035454
51733  1.500000  -4910.035454
51734  1.500000  -4910.035454
51735  1.500000  -4910.035454
51736  1.500000  -4910.035454
51737  1.500000  -4910.035454
51738  1.500000  -4910.035454
51739  1.500000  -4910.035454
51740  1.500000  -4910.035454
51741  1.500000  -4910.035454
51742  1.500000  -4910.680920
51743  1.500000  -4910.680920
51744  1.500000  -4910.937029
51745  1.500000  -4910.937029
51746  1.500000  -4910.937029
51747  1.500000  -4910.937029
51748  1.500000  -4910.937029
51749  1.500000  -4910.937029
51750  1.500000  -4910.937029
51751  1.500000  -4910.937029
51752  1.500000  -4911.808189
51753  1.500000  -4911.808189
51754  1.500000  -4911.994196
51755  1.500000  -4911.994196
51756  1.500000  -4911.994196
51757  1.500000  -4911.994196
51758  1.500000  -4911.994196
51759  1.500000  -4911.604282
51760  1.500000  -4911.569504
51761  1.500000  -4911.514980
51762  1.500000  -4911.514980
51763  1.500000  -4911.514980
51764  1.500000  -4910.841818
51765  1.500000  -4910.841818
51766  1.500000  -4910.841818
51767  1.500000  -4909.397760
51768  1.500000  -4909.397760
51769  1.500000  -4909.397760
51770  1.500000  -4909.397760
51771  1.500000  -4909.453345
51772  1.500000  -4909.453345
51773  1.500000  -4909.453345
51774  1.500000  -4909.453345
51775  1.500000  -4909.453345
51776  1.500000  -4906.917808
51777  1.500000  -4906.710763
51778  1.500000  -4906.710763
51779  1.500000  -4906.710763
51780  1.500000  -4906.010988
51781  1.500000  -4906.010988
51782  1.500000  -4905.860227
51783  1.500000  -4905.013760
51784  1.500000  -4905.013760
51785  1.500000  -4905.013760
51786  1.500000  -4905.013760
51787  1.500000  -4904.754132
51788  1.500000  -4903.683293
51789  1.500000  -4904.171167
51790  1.500000  -4904.171167
51791  1.500000  -4903.832170
51792  1.500000  -4903.832170
51793  1.500000  -4903.413396
51794  1.500000  -4903.413396
51795  1.500000  -4902.856745
51796  1.500000  -4902.856745
51797  1.500000  -4902.856745
51798  1.500000  -4902.856745
51799  1.500000  -4902.239395
51800  1.500000  -4902.239395
51801  1.500000  -4902.239395
51802  1.500000  -4902.312178
51803  1.500000  -4902.594334
51804  1.500000  -4902.551115
51805  1.500000  -4902.551115
51806  1.500000  -4902.551115
51807  1.500000  -4902.551115
51808  1.500000  -4902.551115
51809  1.500000  -4902.551115
51810  1.500000  -4902.551115
51811  1.500000  -4902.551115
51812  1.500000  -4902.551115
51813  1.500000  -4902.584819
51814  1.500000  -4902.584819
51815  1.500000  -4902.495482
51816  1.500000  -4902.495482
51817  1.500000  -4902.495482
51818  1.500000  -4902.495482
51819  1.500000  -4902.495482
51820  1.500000  -4902.767149
51821  1.500000  -4903.296458
51822  1.500000  -4903.296458
51823  1.500000  -4903.313882
51824  1.500000  -4904.140053
51825  1.500000  -4904.140053
51826  1.500000  -4904.995876
51827  1.500000  -4904.995876
51828  1.500000  -4904.995876
51829  1.500000  -4904.995876
51830  1.500000  -4904.995876
51831  1.500000  -4904.995876
51832  1.500000  -4904.995876
51833  1.500000  -4904.995876
51834  1.500000  -4904.995876
51835  1.500000  -4904.995876
51836  1.500000  -4904.019729
51837  1.500000  -4904.019729
51838  1.500000  -4902.913994
51839  1.500000  -4902.913994
51840  1.500000  -4901.419812
51841  1.500000  -4901.318110
51842  1.500000  -4901.318110
51843  1.500000  -4900.942257
51844  1.500000  -4900.942257
51845  1.500000  -4900.942257
51846  1.500000  -4900.942257
51847  1.500000  -4900.942257
51848  1.500000  -4901.426172
51849  1.500000  -4901.426172
51850  1.500000  -4901.426172
51851  1.500000  -4901.426172
51852  1.500000  -4901.426172
51853  1.500000  -4901.426172
51854  1.500000  -4901.426172
51855  1.500000  -4900.628909
51856  1.500000  -4900.628909
51857  1.500000  -4900.628909
51858  1.500000  -4900.464466
51859  1.500000  -4901.631222
51860  1.500000  -4901.631222
51861  1.500000  -4901.839679
51862  1.500000  -4901.839679
51863  1.500000  -4900.793805
51864  1.500000  -4900.588499
51865  1.500000  -4900.543633
51866  1.500000  -4900.718390
51867  1.500000  -4900.718390
51868  1.500000  -4900.195267
51869  1.500000  -4899.886214
51870  1.500000  -4899.758418
51871  1.500000  -4899.758418
51872  1.500000  -4900.530159
51873  1.500000  -4900.530159
51874  1.500000  -4900.530159
51875  1.500000  -4900.263498
51876  1.500000  -4900.263498
51877  1.500000  -4900.153000
51878  1.500000  -4900.153000
51879  1.500000  -4900.153000
51880  1.500000  -4899.502196
51881  1.500000  -4899.502196
51882  1.500000  -4899.502196
51883  1.500000  -4899.085028
51884  1.500000  -4899.085028
51885  1.500000  -4899.085028
51886  1.500000  -4899.085028
51887  1.500000  -4899.171859
51888  1.500000  -4899.187358
51889  1.500000  -4899.243229
51890  1.500000  -4899.243229
51891  1.500000  -4899.243229
51892  1.500000  -4898.659826
51893  1.500000  -4899.041972
51894  1.500000  -4899.041972
51895  1.500000  -4899.629133
51896  1.500000  -4900.066744
51897  1.500000  -4900.066744
51898  1.500000  -4900.066744
51899  1.500000  -4900.816407
51900  1.500000  -4900.816407
51901  1.500000  -4900.816407
51902  1.500000  -4900.856156
51903  1.500000  -4900.975462
51904  1.500000  -4900.975462
51905  1.500000  -4900.975462
51906  1.500000  -4900.975462
51907  1.500000  -4900.975462
51908  1.500000  -4900.975462
51909  1.500000  -4901.373045
51910  1.500000  -4901.609893
51911  1.500000  -4901.609893
51912  1.500000  -4901.609893
51913  1.500000  -4901.615814
51914  1.500000  -4901.615814
51915  1.500000  -4902.353797
51916  1.500000  -4902.914565
51917  1.500000  -4903.037701
51918  1.500000  -4902.712467
51919  1.500000  -4903.607384
51920  1.500000  -4903.607384
51921  1.500000  -4903.607384
51922  1.500000  -4903.607384
51923  1.500000  -4903.504588
51924  1.500000  -4904.736593
51925  1.500000  -4906.269124
51926  1.500000  -4906.269124
51927  1.500000  -4906.854670
51928  1.500000  -4906.576034
51929  1.500000  -4906.576034
51930  1.500000  -4906.576034
51931  1.500000  -4906.576034
51932  1.500000  -4906.576034
51933  1.500000  -4906.787430
51934  1.500000  -4906.787430
51935  1.500000  -4906.923295
51936  1.500000  -4908.199392
51937  1.500000  -4908.199392
51938  1.500000  -4908.199392
51939  1.500000  -4908.364087
51940  1.500000  -4908.510282
51941  1.500000  -4908.510282
51942  1.500000  -4908.531518
51943  1.500000  -4908.548162
51944  1.500000  -4908.548162
51945  1.500000  -4908.443466
51946  1.500000  -4908.984279
51947  1.500000  -4909.140588
51948  1.500000  -4909.140588
51949  1.500000  -4909.140588
51950  1.500000  -4909.140588
51951  1.500000  -4908.595341
51952  1.500000  -4908.595341
51953  1.500000  -4908.547439
51954  1.500000  -4908.547439
51955  1.500000  -4908.547439
51956  1.500000  -4908.543930
51957  1.500000  -4908.543930
51958  1.500000  -4907.124038
51959  1.500000  -4907.124038
51960  1.500000  -4907.124038
51961  1.500000  -4907.124038
51962  1.500000  -4908.066746
51963  1.500000  -4908.066746
51964  1.500000  -4908.066746
51965  1.500000  -4907.649622
51966  1.500000  -4907.553752
51967  1.500000  -4907.553752
51968  1.500000  -4907.553752
51969  1.500000  -4907.553752
51970  1.500000  -4907.553752
51971  1.500000  -4907.553752
51972  1.500000  -4908.838356
51973  1.500000  -4908.838356
51974  1.500000  -4908.838356
51975  1.500000  -4908.838356
51976  1.500000  -4908.838356
51977  1.500000  -4908.710257
51978  1.500000  -4908.710257
51979  1.500000  -4908.710257
51980  1.500000  -4909.041393
51981  1.500000  -4909.055516
51982  1.500000  -4908.525405
51983  1.500000  -4908.664474
51984  1.500000  -4909.233647
51985  1.500000  -4909.233647
51986  1.500000  -4909.233647
51987  1.500000  -4909.233647
51988  1.500000  -4909.233647
51989  1.500000  -4908.948115
51990  1.500000  -4909.367731
51991  1.500000  -4909.367731
51992  1.500000  -4909.367731
51993  1.500000  -4909.342047
51994  1.500000  -4909.342047
51995  1.500000  -4907.524493
51996  1.500000  -4907.524493
51997  1.500000  -4907.524493
51998  1.500000  -4907.524493
51999  1.500000  -4908.259800
52000  1.500000  -4908.259800
52001  1.500000  -4905.119869
52002  1.500000  -4905.119869
52003  1.500000  -4905.119869
52004  1.500000  -4905.119869
52005  1.500000  -4905.330291
52006  1.500000  -4905.330291
52007  1.500000  -4905.330291
52008  1.500000  -4905.373387
52009  1.500000  -4907.142644
52010  1.500000  -4908.074686
52011  1.500000  -4908.188603
52012  1.500000  -4908.188603
52013  1.500000  -4908.188603
52014  1.500000  -4908.059217
52015  1.500000  -4908.059217
52016  1.500000  -4908.059217
52017  1.500000  -4908.059217
52018  1.500000  -4908.296436
52019  1.500000  -4908.296436
52020  1.500000  -4908.262609
52021  1.500000  -4908.171535
52022  1.500000  -4908.171535
52023  1.500000  -4908.171535
52024  1.500000  -4908.171535
52025  1.500000  -4908.171535
52026  1.500000  -4908.171535
52027  1.500000  -4908.388702
52028  1.500000  -4908.531260
52029  1.500000  -4907.949697
52030  1.500000  -4907.949697
52031  1.500000  -4907.949697
52032  1.500000  -4907.949697
52033  1.500000  -4908.433675
52034  1.500000  -4908.433675
52035  1.500000  -4908.433675
52036  1.500000  -4908.433675
52037  1.500000  -4908.433675
52038  1.500000  -4908.433675
52039  1.500000  -4907.157331
52040  1.500000  -4907.157331
52041  1.500000  -4907.157331
52042  1.500000  -4904.893686
52043  1.500000  -4904.893686
52044  1.500000  -4904.893686
52045  1.500000  -4904.893686
52046  1.500000  -4904.893686
52047  1.500000  -4904.893686
52048  1.500000  -4904.893686
52049  1.500000  -4903.997345
52050  1.500000  -4903.997345
52051  1.500000  -4903.997345
52052  1.500000  -4904.404988
52053  1.500000  -4903.879273
52054  1.500000  -4903.879273
52055  1.500000  -4903.881727
52056  1.500000  -4903.881727
52057  1.500000  -4903.007049
52058  1.500000  -4903.007049
52059  1.500000  -4903.007049
52060  1.500000  -4903.173104
52061  1.500000  -4902.901687
52062  1.500000  -4902.901687
52063  1.500000  -4902.338893
52064  1.500000  -4902.338893
52065  1.500000  -4902.338893
52066  1.500000  -4902.338893
52067  1.500000  -4902.338893
52068  1.500000  -4902.344703
52069  1.500000  -4902.344703
52070  1.500000  -4902.344703
52071  1.500000  -4902.344703
52072  1.500000  -4902.344703
52073  1.500000  -4902.344703
52074  1.500000  -4902.019687
52075  1.500000  -4902.019687
52076  1.500000  -4900.832587
