256
0.000000 6.678445
0.000000 6.678445
0.000000 6.678445
0.001107	6.651029	6.676880	1.000000
0.785403	0.587610	6.451360	1.000000
0.737708	6.412908	0.642128	1.000000
0.277193	0.883110	0.639903	1.000000
6.611066	6.364789	2.080739	1.000000
0.879864	0.907096	1.497151	1.000000
0.948285	6.547389	2.828872	1.000000
6.118519	0.651686	2.164701	1.000000
0.005687	0.159697	3.316989	1.000000
0.698136	0.923412	3.416942	1.000000
1.151171	6.604149	3.842202	1.000000
6.461381	0.926896	4.067925	1.000000
0.377156	6.597735	4.542176	1.000000
0.885526	0.816487	4.926871	1.000000
0.623805	0.018290	5.559834	1.000000
0.018439	0.878564	5.594411	1.000000
0.014494	1.696425	0.015808	1.000000
0.916541	2.226877	0.014107	1.000000
1.069872	1.802657	0.917540	1.000000
0.079345	2.379876	0.809114	1.000000
0.106603	1.587959	1.688088	1.000000
0.773734	2.384473	1.725194	1.000000
0.611556	1.604769	2.610191	1.000000
6.584919	2.417427	2.492136	1.000000
6.662883	1.647529	3.389588	1.000000
0.929297	2.730728	3.471189	1.000000
0.768169	1.709405	4.080245	1.000000
0.113232	2.475356	4.329431	1.000000
0.058940	1.544736	4.810543	1.000000
0.957022	2.208505	4.946266	1.000000
0.895248	1.419426	5.749421	1.000000
0.286878	2.307560	5.778002	1.000000
0.226329	3.389760	0.271633	1.000000
0.867460	4.317728	0.217414	1.000000
1.009069	2.979243	0.877805	1.000000
0.350906	4.619018	1.019522	1.000000
0.013657	3.152836	1.683321	1.000000
0.737175	3.882921	1.629949	1.000000
0.727395	3.225784	2.542620	1.000000
0.055633	4.114658	2.351791	1.000000
6.483189	3.539262	3.643832	1.000000
0.650696	3.997356	3.292871	1.000000
0.641940	3.379396	4.182689	1.000000
6.511298	4.285609	4.377956	1.000000
0.109966	3.263017	5.211077	1.000000
0.699185	4.067762	4.942038	1.000000
0.613542	3.751784	5.968656	1.000000
6.600719	4.533576	5.670734	1.000000
0.081004	5.015646	0.084119	1.000000
0.758024	6.025989	6.293579	1.000000
0.955036	5.344568	0.519586	1.000000
6.595637	5.705833	0.829313	1.000000
6.571910	4.970040	1.854967	1.000000
0.870448	5.669098	1.724505	1.000000
0.666196	4.867156	2.718334	1.000000
6.341294	5.886090	2.935045	1.000000
6.422613	4.905541	3.184278	1.000000
0.746774	5.700132	3.412668	1.000000
0.464904	5.046555	4.194691	1.000000
6.361705	5.808597	4.210229	1.000000
6.168912	5.228763	5.052329	1.000000
0.659002	5.385299	5.217670	1.000000
1.007627	4.853526	6.021166	1.000000
6.489823	5.745002	6.058529	1.000000
1.643494	6.607075	6.503076	1.000000
2.451392	0.881804	6.433963	1.000000
2.615186	0.134623	0.637000	1.000000
1.446646	0.461959	0.733748	1.000000
1.363825	0.055288	1.879472	1.000000
2.130366	0.848263	1.894512	1.000000
2.266590	6.575196	2.400117	1.000000
1.520644	0.762341	2.767446	1.000000
2.059422	6.187060	3.435862	1.000000
2.463508	0.483620	3.328233	1.000000
2.368792	6.568135	4.404380	1.000000
1.627647	0.929360	3.966083	1.000000
1.435727	6.533576	4.832384	1.000000
2.592603	0.723734	4.992934	1.000000
2.557405	6.638810	5.719312	1.000000
1.696299	0.492958	5.633992	1.000000
1.549296	1.415029	0.008768	1.000000
1.906210	2.347024	0.110849	1.000000
2.140389	1.331719	0.853892	1.000000
2.250358	2.820357	1.129321	1.000000
1.683686	1.732761	1.728756	1.000000
2.599976	2.098949	2.033255	1.000000
2.491673	1.443626	2.814539	1.000000
1.860657	2.494456	2.678214	1.000000
1.487733	1.759984	3.365624	1.000000
2.664144	2.329399	3.466598	1.000000
2.969987	1.544296	4.097833	1.000000
1.768076	2.470871	4.039998	1.000000
1.791049	1.530864	4.959834	1.000000
2.328829	2.434668	4.965102	1.000000
2.355125	1.707492	5.779757	1.000000
1.510113	2.616218	5.792425	1.000000
1.304930	3.239006	6.566252	1.000000
1.878761	4.372921	6.513050	1.000000
2.611453	3.450733	0.365420	1.000000
1.645410	3.759372	0.803051	1.000000
1.508516	3.163582	1.913043	1.000000
2.199080	4.197896	1.605967	1.000000
2.693368	3.103052	2.566011	1.000000
1.494777	4.133802	2.488287	1.000000
1.865038	3.332155	3.384451	1.000000
2.192032	4.268566	3.610807	1.000000
2.488968	3.270526	4.209097	1.000000
1.291297	4.135335	4.057239	1.000000
1.560228	3.407092	4.774172	1.000000
2.775394	4.172590	5.831190	1.000000
2.196823	3.335857	6.110139	1.000000
1.538258	4.002984	5.607868	1.000000
1.890379	5.486930	0.027385	1.000000
2.727363	6.044922	6.601190	1.000000
2.372470	4.772715	0.749604	1.000000
1.839930	6.185808	0.885805	1.000000
1.503877	4.979032	1.283827	1.000000
2.463652	5.611342	1.769527	1.000000
2.208778	4.921165	2.478016	1.000000
1.417391	5.681969	2.630626	1.000000
1.426444	4.965914	3.465238	1.000000
2.681576	5.297268	3.443920	1.000000
2.518774	4.792743	4.416632	1.000000
1.543965	5.724156	4.232474	1.000000
1.386370	4.849630	4.771745	1.000000
2.470442	5.738370	4.972180	1.000000
2.085641	5.041164	5.606647	1.000000
1.756918	6.027199	5.692933	1.000000
3.601828	0.054215	0.173103	1.000000
3.957802	0.943776	6.468546	1.000000
4.146258	0.477228	0.929264	1.000000
3.204049	0.981756	0.476331	1.000000
2.914269	6.553013	1.595185	1.000000
4.654681	0.985392	1.669402	1.000000
3.843625	6.532987	2.492371	1.000000
3.273282	0.773956	2.444267	1.000000
3.315568	6.650822	3.445713	1.000000
3.963644	0.768844	3.438434	1.000000
4.355639	0.151685	4.163096	1.000000
3.488699	0.722458	4.455220	1.000000
3.453153	6.453204	4.779649	1.000000
4.313432	1.054198	5.029798	1.000000
4.062559	0.074712	5.893386	1.000000
3.257567	0.806210	5.751627	1.000000
2.975323	1.816692	6.582475	1.000000
4.632350	1.905484	6.583830	1.000000
3.918940	1.582090	1.016501	1.000000
2.944002	2.057716	0.927741	1.000000
3.129653	1.178524	1.538434	1.000000
4.061242	2.513063	1.478959	1.000000
3.918869	1.543988	2.101115	1.000000
3.622860	2.394200	2.611378	1.000000
3.713023	1.926344	3.501742	1.000000
4.254414	2.793782	3.377585	1.000000
4.309980	1.850032	4.327101	1.000000
3.267395	2.482928	4.413862	1.000000
3.258185	1.680067	5.050500	1.000000
4.393789	2.548912	5.092631	1.000000
3.918490	1.836927	5.807046	1.000000
3.210372	2.716624	5.927608	1.000000
3.818787	2.657181	0.443526	1.000000
4.544664	3.927228	6.533246	1.000000
4.282038	3.433716	0.963533	1.000000
3.425364	4.110621	0.766544	1.000000
3.078109	3.337526	1.460243	1.000000
4.145048	4.203116	1.616717	1.000000
3.962195	3.351978	2.191268	1.000000
3.028318	4.250596	2.928970	1.000000
3.315903	3.244099	3.571949	1.000000
4.181596	3.952907	3.169520	1.000000
4.376086	3.633856	4.163324	1.000000
3.310437	4.104228	4.177998	1.000000
2.809897	3.319028	5.227030	1.000000
3.772972	3.603979	4.985610	1.000000
4.273795	2.939686	6.258750	1.000000
3.699501	3.728811	5.981601	1.000000
2.887129	4.886847	6.558679	1.000000
3.789533	5.754715	0.060210	1.000000
3.795628	5.128387	1.213122	1.000000
2.941323	5.668775	0.842262	1.000000
3.150976	4.542913	1.720221	1.000000
3.743141	6.148322	1.207478	1.000000
4.056080	4.861960	2.383640	1.000000
3.363482	5.602289	2.254056	1.000000
3.704231	4.930505	3.509616	1.000000
4.087951	5.906857	3.276849	1.000000
4.186640	4.612987	4.346428	1.000000
3.501672	5.536354	4.312952	1.000000
3.487193	4.643092	5.245372	1.000000
4.293600	6.003057	5.183613	1.000000
3.845765	4.791690	6.250159	1.000000
3.426591	5.698914	5.673741	1.000000
5.545803	6.635704	0.125836	1.000000
5.937792	0.953962	0.158272	1.000000
6.463241	0.105663	1.143361	1.000000
5.142564	0.358328	1.002852	1.000000
4.995799	0.087314	2.017592	1.000000
5.786558	1.162377	1.304607	1.000000
5.667448	0.010478	2.796783	1.000000
5.000902	0.901676	2.614524	1.000000
4.709188	0.045577	3.149086	1.000000
5.777716	0.881080	3.315958	1.000000
5.911087	0.063001	4.052609	1.000000
4.972211	1.066125	4.235330	1.000000
5.016050	0.254784	4.992154	1.000000
5.821280	0.867102	5.034222	1.000000
6.181673	0.021142	5.565996	1.000000
5.338824	0.855096	6.020246	1.000000
4.903708	1.298430	0.733130	1.000000
6.286390	2.630331	6.544895	1.000000
5.647405	1.935260	0.305941	1.000000
4.965643	2.559842	0.701652	1.000000
4.989666	1.924735	1.543348	1.000000
5.981127	2.250983	1.432634	1.000000
5.757335	1.570182	2.388703	1.000000
4.956717	2.483019	2.508591	1.000000
4.743963	1.811603	3.222252	1.000000
5.861195	2.378145	3.472121	1.000000
5.557050	1.830924	4.546596	1.000000
4.924415	2.638623	4.204435	1.000000
4.941439	1.742058	5.433783	1.000000
6.073873	2.536651	5.153327	1.000000
5.860939	1.724044	5.852456	1.000000
5.248887	2.588179	5.911922	1.000000
5.362261	3.357121	0.054586	1.000000
5.747033	4.403218	0.130000	1.000000
5.938453	3.226338	0.945041	1.000000
5.022951	4.113253	0.801898	1.000000
5.071842	3.280412	1.639290	1.000000
5.667239	4.109146	1.589028	1.000000
5.827110	3.077686	2.325093	1.000000
4.976673	4.015776	2.492804	1.000000
5.280750	3.248200	3.338721	1.000000
5.894679	3.918425	2.883172	1.000000
5.893836	2.998423	4.280990	1.000000
5.542148	3.926722	4.110571	1.000000
5.118006	3.313960	5.068279	1.000000
5.625027	4.302892	5.044860	1.000000
5.848084	3.614519	5.883870	1.000000
4.668276	4.180624	5.500439	1.000000
4.717026	4.968773	0.122767	1.000000
5.705680	5.572326	0.041426	1.000000
5.807875	5.097723	1.126106	1.000000
4.770808	5.836154	0.853817	1.000000
4.913249	4.928933	1.771388	1.000000
5.718377	5.999194	1.649215	1.000000
5.727825	5.230070	2.370488	1.000000
4.783591	5.783637	2.395428	1.000000
4.668403	4.939217	3.226463	1.000000
5.436018	5.772293	3.375305	1.000000
5.628643	4.921572	3.969719	1.000000
4.905020	5.995437	4.279159	1.000000
4.986314	5.233377	4.992627	1.000000
5.642710	6.090660	4.979481	1.000000
5.443119	4.956610	5.933472	1.000000
4.829361	6.028699	6.298242	1.000000
