r   g(r)
0.031771	0.000000
0.095314	0.000000
0.158856	0.000000
0.222399	0.000000
0.285942	0.000000
0.349484	0.000000
0.413027	0.000000
0.476569	0.000000
0.540112	0.000000
0.603655	0.000000
0.667197	0.000000
0.730740	0.000000
0.794282	0.000000
0.857825	0.000000
0.921368	0.000000
0.984910	0.821809
1.048453	2.506065
1.111995	1.940870
1.175538	1.637975
1.239081	1.428082
1.302623	1.157010
1.366166	1.053366
1.429708	0.925760
1.493251	0.859682
1.556793	0.838267
1.620336	0.758217
1.683879	0.853282
1.747421	0.826344
1.810964	0.861803
1.874506	0.903072
1.938049	0.983696
2.001592	1.109682
2.065134	1.105842
2.128677	1.122173
2.192219	1.077387
2.255762	1.081950
2.319305	1.014850
2.382847	1.021089
2.446390	0.980601
2.509932	0.980133
2.573475	0.930270
2.637017	0.973949
2.700560	0.943636
2.764103	0.972954
2.827645	0.991199
2.891188	0.994503
2.954730	1.013501
3.018273	1.019542
3.081816	1.025379
3.145358	1.008109
3.208901	1.004120
3.272443	1.030790
3.335986	0.996559
3.399529	1.004317
3.463071	0.995582
3.526614	1.006801
3.590156	0.971054
3.653699	0.971328
3.717242	1.002836
3.780784	1.003228
3.844327	0.998612
3.907869	0.984284
3.971412	1.004813
4.034954	1.004280
4.098497	1.011100
4.162040	0.988189
4.225582	1.030579
4.289125	1.007248
4.352667	1.017551
4.416210	1.000943
4.479753	0.985950
4.543295	1.002887
4.606838	0.990725
4.670380	0.992623
4.733923	0.984434
4.797466	0.981075
4.861008	1.005061
4.924551	0.996409
4.988093	1.037152
5.051636	1.002128
5.115178	0.989702
5.178721	1.003853
5.242264	1.008981
5.305806	0.987578
5.369349	0.992477
5.432891	1.021859
5.496434	0.988245
5.559977	0.989197
5.623519	0.990027
5.687062	0.999186
5.750604	1.003406
5.814147	1.003003
5.877690	0.999458
5.941232	1.016105
6.004775	1.003576
6.068317	1.003212
6.131860	1.003810
6.195403	0.992290
6.258945	1.004243
6.322488	1.001718
