r   g(r)
0.027233	0.000000
0.081698	0.000000
0.136163	0.000000
0.190628	0.000000
0.245093	0.000000
0.299558	0.000000
0.354023	0.000000
0.408488	0.000000
0.462953	0.000000
0.517418	0.000000
0.571883	0.000000
0.626348	0.000000
0.680813	0.000000
0.735279	0.000000
0.789744	0.000000
0.844209	0.000000
0.898674	0.000000
0.953139	0.000000
1.007604	1.803607
1.062069	2.331963
1.116534	1.963967
1.170999	1.649054
1.225464	1.374378
1.279929	1.300060
1.334394	1.125085
1.388859	1.054321
1.443324	0.903405
1.497790	0.816353
1.552255	0.909151
1.606720	0.783893
1.661185	0.821338
1.715650	0.821586
1.770115	0.849312
1.824580	0.822163
1.879045	0.942844
1.933510	0.955437
1.987975	1.066387
2.042440	1.092746
2.096905	1.089649
2.151370	1.095300
2.205836	1.136503
2.260301	1.075462
2.314766	1.053778
2.369231	1.004084
2.423696	1.027507
2.478161	0.964715
2.532626	0.946545
2.587091	0.987995
2.641556	0.944775
2.696021	0.951538
2.750486	0.959705
2.804951	0.964597
2.859416	0.981418
2.913882	0.983210
2.968347	1.019813
3.022812	1.018832
3.077277	1.046133
3.131742	0.989429
3.186207	1.014203
3.240672	1.003524
3.295137	1.027939
3.349602	0.979451
3.404067	1.031319
3.458532	1.019397
3.512997	0.982704
3.567462	0.975587
3.621927	1.006248
3.676393	1.012217
3.730858	1.019229
3.785323	0.967158
3.839788	0.986243
3.894253	0.974530
3.948718	1.018570
4.003183	0.985044
4.057648	1.006717
4.112113	0.986809
4.166578	0.984494
4.221043	0.997304
4.275508	1.043190
4.329973	1.016572
4.384439	0.998316
4.438904	1.024811
4.493369	1.013650
4.547834	0.984624
4.602299	0.988928
4.656764	0.987395
4.711229	0.992052
4.765694	0.997799
4.820159	0.992798
4.874624	0.994585
4.929089	0.998341
4.983554	0.992937
5.038019	1.005273
5.092485	0.997347
5.146950	1.013403
5.201415	1.001829
5.255880	1.009380
5.310345	1.001340
5.364810	0.996933
5.419275	1.010417
